Fecha,Hora,Auto_Nombre,Cant_Veh,dia,mes,anio
2021-03-05,6,AU Dellepiane,1794.0,4,3,2021
2021-03-05,7,AU 4  Lugones,6982.5,4,3,2021
2021-03-05,7,AU 5 Cantilo,4394.5,4,3,2021
2021-03-05,7,AU 9 de Julio Sur,2699.0,4,3,2021
2021-03-05,7,AU Dellepiane,2292.0,4,3,2021
2021-03-05,8,AU 4  Lugones,7235.0,4,3,2021
2021-03-05,8,AU 5 Cantilo,5108.0,4,3,2021
2021-03-05,8,AU 9 de Julio Sur,3028.5,4,3,2021
2021-03-05,8,AU Dellepiane,2938.0,4,3,2021
2021-03-05,9,AU 4  Lugones,7235.0,4,3,2021
2021-03-05,9,AU 5 Cantilo,5238.0,4,3,2021
2021-03-05,9,AU 9 de Julio Sur,3005.0,4,3,2021
2021-03-05,9,AU Dellepiane,2825.0,4,3,2021
2021-03-05,10,AU 4  Lugones,7171.0,4,3,2021
2021-03-05,10,AU 5 Cantilo,5327.5,4,3,2021
2021-03-05,10,AU 9 de Julio Sur,3233.5,4,3,2021
2021-03-05,10,AU Dellepiane,3027.0,4,3,2021
2021-03-05,11,AU 4  Lugones,6961.5,4,3,2021
2021-03-05,11,AU 5 Cantilo,5883.0,4,3,2021
2021-03-05,11,AU 9 de Julio Sur,3338.0,4,3,2021
2021-03-05,11,AU Dellepiane,2996.0,4,3,2021
2021-03-05,12,AU 4  Lugones,7048.0,4,3,2021
2021-03-05,12,AU 5 Cantilo,6424.5,4,3,2021
2021-03-05,12,AU 9 de Julio Sur,3348.0,4,3,2021
2021-03-05,12,AU Dellepiane,2973.0,4,3,2021
